,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer,model
0,1.0,1.0,1.0,0.2868267893791199,49.39699935913086,0.23989064991474152,0.6933649241924286,0.1448807339449541,0.7860820895522388,0.03629524707794185,0.018315018315018316,0.5243566939992657,0.2,125,39,lime,model_2l
0,1.0,1.0,1.0,0.2875634431838989,30.262338638305664,0.24153192341327667,0.8086515963077545,0.4431559633027523,1.0,0.2850563883781433,0.018315018315018316,0.5057117938995361,0.2,125,39,shap,model_2l
0,1.0,1.0,1.0,0.41394574610177975,0.19160544734077756,0.32849344818922643,0.6408443927764893,0.061137614678899055,1.0,0.16358470916748047,0.018315018315018316,0.6666666865348816,0.2,125,39,l2x,model_2l
0,1.0,1.0,1.0,0.21381469070911407,1.6345443725585938,0.18479229509830475,0.7443349212408066,0.14231192660550457,0.7045895522388059,0.08963595628738408,0.018315018315018316,0.47670051567280836,0.2,125,39,lime,model_2l
0,1.0,1.0,1.0,0.21461288630962372,0.9159455299377441,0.1862819343805313,0.8937909208238125,0.43919266055045875,1.0,0.3092854499816895,0.018315018315018316,0.6285337805747986,0.2,125,39,shap,model_2l
0,1.0,1.0,1.0,0.31811309236271534,0.11181330166632586,0.2657160643689274,0.7476132184267044,0.018422018348623826,1.0,0.2486795306205749,0.018315018315018316,0.5600000619888306,0.2,125,39,l2x,model_2l
0,1.0,1.0,1.0,0.1406705379486084,51.445030212402344,0.17316439747810364,0.7511307805776596,0.03706422018348622,0.7107014925373134,0.0937177419662476,0.018315018315018316,0.5248463813295915,0.2,125,39,lime,model_2l
0,1.0,1.0,1.0,0.14140823483467102,142.84701538085938,0.17396773397922516,0.8954210668802262,0.4593027522935779,1.0,0.3656184434890747,0.018315018315018316,0.45782962441444397,0.2,125,39,shap,model_2l
0,1.0,1.0,1.0,0.36563147829206755,0.29453695872006874,0.3400948606370104,0.8024095952510834,0.046825688073394475,1.0,0.3309366464614868,0.018315018315018316,0.5999994277954102,0.2,125,39,l2x,model_2l
0,1.0,1.0,1.0,0.3211159110069275,0.31065014004707336,0.275597482919693,0.7474274575710297,0.22744954128440367,0.759597014925373,0.029217338562011697,0.018315018315018316,0.565499889255737,0.2,125,39,lime,model_2l
0,1.0,1.0,1.0,0.3228202164173126,0.13243526220321655,0.2764297127723694,0.926620750874281,0.42260550458715596,1.0,0.2806492924690247,0.018315018315018316,0.6263745427131653,0.2,125,39,shap,model_2l
0,1.0,1.0,1.0,0.4842910052422217,0.18338969973948877,0.37432631063177,0.71254962682724,0.029064220183486218,1.0,0.12900589704513554,0.018315018315018316,0.5200003981590271,0.2,125,39,l2x,model_2l
0,1.0,1.0,1.0,0.2993925213813782,0.41807517409324646,0.3454990088939667,0.7500074982643128,0.11348623853211007,0.7697835820895522,-0.14468231201171866,0.018315018315018316,0.4364532309213297,0.2,125,39,lime,model_2l
0,1.0,1.0,1.0,0.30090877413749695,0.1803763210773468,0.34652236104011536,0.9191662408411503,0.4097614678899083,1.0,0.335592794418335,0.018315018315018316,0.6341837048530579,0.2,125,39,shap,model_2l
0,1.0,1.0,1.0,0.4073353702255146,3.954531146041076,0.44789460435632134,0.708374735713005,0.04190825688073392,1.0,0.1597348570823669,0.018315018315018316,0.6199998259544373,0.2,125,39,l2x,model_2l
0,1.0,1.0,1.0,0.3226080536842346,0.07124188542366028,0.27232369780540466,0.6281966447830201,0.08849541284403668,0.7351492537313432,0.03802977800369267,0.018315018315018316,0.536160156460507,0.2,125,39,lime,model_3l
0,1.0,1.0,1.0,0.31982383131980896,10.68874454498291,0.2686869204044342,0.7176221638917923,0.652256880733945,1.0,0.15232313871383663,0.018315018315018316,0.5994513630867004,0.2,125,39,shap,model_3l
0,1.0,1.0,1.0,0.37257594266053273,0.19665467512867715,0.2902595608402482,0.589952340722084,0.019816513761467862,1.0,0.154123330116272,0.018315018315018316,0.6750000715255737,0.2,125,39,l2x,model_3l
0,1.0,1.0,1.0,0.23192980885505676,0.01646260730922222,0.20448751747608185,0.6812059253454208,0.15750458715596333,0.6332835820895522,0.12081761360168453,0.018315018315018316,0.6020382989267278,0.2,125,39,lime,model_3l
0,1.0,1.0,1.0,0.23127539455890656,2.2765393257141113,0.2012747973203659,0.7685025781393051,0.5941284403669724,1.0,0.25402553081512447,0.018315018315018316,0.7427297234535217,0.2,125,39,shap,model_3l
0,1.0,1.0,1.0,0.2761830185378425,32.97945255466574,0.23995737796293617,0.7036094784736633,0.01856880733944952,1.0,0.2586558580398559,0.018315018315018316,0.37499964237213135,0.2,125,39,l2x,model_3l
0,1.0,1.0,1.0,0.15347759425640106,0.021941017359495163,0.1852109581232071,0.6826284140348434,0.1215412844036697,0.635320895522388,0.12114371061325069,0.018315018315018316,0.5079455296288614,0.2,125,39,lime,model_3l
0,1.0,1.0,1.0,0.15434619784355164,4.107412815093994,0.18316158652305603,0.7713540196418762,0.5968440366972476,1.0,0.35551582574844365,0.018315018315018316,0.4714219868183136,0.2,125,39,shap,model_3l
0,1.0,1.0,1.0,0.3102198656438979,0.34903589582659283,0.31457966037506013,0.6368311464786529,0.024440366972477034,1.0,0.3472829937934876,0.018315018315018316,0.6000000834465027,0.2,125,39,l2x,model_3l
0,1.0,1.0,1.0,0.37581589818000793,0.00046556879533454776,0.3141959607601166,0.7342271029949188,0.23854434250764528,0.6821791044776118,-0.0968981385231018,0.018315018315018316,0.6362676098405328,0.2,125,39,lime,model_3l
0,1.0,1.0,1.0,0.3730522096157074,0.06950132548809052,0.3128381371498108,0.7885721236467361,0.5925137614678899,1.0,0.04535859823226929,0.018315018315018316,0.6870909929275513,0.2,125,39,shap,model_3l
0,1.0,1.0,1.0,0.43698250206679157,30.658408353862608,0.3436637139499986,0.7047210603952407,0.02414678899082566,1.0,0.050481438636779785,0.018315018315018316,0.6571424007415771,0.2,125,39,l2x,model_3l
0,1.0,1.0,1.0,0.33182424306869507,0.005545925814658403,0.3530834913253784,0.751768946647644,0.12167584097859326,0.7392238805970149,-0.12687820196151733,0.018315018315018316,0.534503108739226,0.2,125,39,lime,model_3l
0,1.0,1.0,1.0,0.327147901058197,0.2681692838668823,0.3515465259552002,0.783827218413353,0.595743119266055,1.0,0.0984317541122437,0.018315018315018316,0.3790645897388458,0.2,125,39,shap,model_3l
0,1.0,1.0,1.0,0.38535845691670645,108.23870316173051,0.4029942086486025,0.5468755960464478,0.015559633027522909,1.0,0.08507496118545532,0.018315018315018316,0.47499969601631165,0.2,125,39,l2x,model_3l
0,1.0,1.0,1.0,0.3372458815574646,0.23008735477924347,0.27667635679244995,0.724087730050087,0.12866055045871558,0.7045895522388059,0.06257909536361694,0.018315018315018316,0.6696309703609432,0.2,125,39,lime,model_4l
0,1.0,1.0,1.0,0.337246835231781,0.2000715434551239,0.2766766846179962,0.8310778386890888,0.491045871559633,1.0,0.37096648120677855,0.014652014652014652,0.26154932379722595,0.2,125,39,shap,model_4l
0,1.0,1.0,1.0,0.36753505425689825,0.33297222239463303,0.2974347446651806,0.6808143138885498,0.02201834862385318,1.0,0.17317774891853333,0.018315018315018316,0.6500001549720764,0.2,125,39,l2x,model_4l
0,1.0,1.0,1.0,0.25964975357055664,0.00025379168801009655,0.22604620456695557,0.8410068929195404,0.10561467889908253,0.6006865671641791,0.12312891483306887,0.018315018315018316,0.5263628909337762,0.2,125,39,lime,model_4l
0,1.0,1.0,1.0,0.2596512734889984,1.697005245659966e-05,0.2260459065437317,0.9777558850124478,0.4904954128440367,1.0,0.2548064231872559,0.018315018315018316,0.6851588487625122,0.2,125,39,shap,model_4l
0,1.0,1.0,1.0,0.2800178570296333,148.46371615579292,0.24045692246911815,0.7982836224138736,0.008660550458715575,1.0,0.22838717699050903,0.018315018315018316,0.30000022053718567,0.2,125,39,l2x,model_4l
0,1.0,1.0,1.0,0.16444021463394165,0.0010027715470641851,0.18717381358146667,0.8148506134748459,0.09695412844036695,0.5904999999999999,0.14293868541717525,0.018315018315018316,0.5834596094954653,0.2,125,39,lime,model_4l
0,1.0,1.0,1.0,0.16444143652915955,0.00011941980483243242,0.18717384338378906,0.9628468485549092,0.4923302752293578,1.0,0.34243413209915163,0.014652014652014652,0.4309163987636566,0.2,125,39,shap,model_4l
0,1.0,1.0,1.0,0.3177564724982078,0.32181456579563633,0.30537530174310784,0.857339957356453,0.05166972477064219,1.0,0.3338179469108582,0.018315018315018316,0.37142834067344666,0.2,125,39,l2x,model_4l
0,1.0,1.0,1.0,0.40150851011276245,7.165574061218649e-05,0.32808005809783936,0.7883219435811043,0.07911926605504585,0.6556940298507463,0.08410843610763552,0.018315018315018316,0.5276327216391106,0.2,125,39,lime,model_4l
0,1.0,1.0,1.0,0.40150967240333557,1.825900108087808e-05,0.3280801475048065,0.9773681536316872,0.46943119266055044,1.0,0.16802890300750728,0.016483516483516484,0.6830576658248901,0.2,125,39,shap,model_4l
0,1.0,1.0,1.0,0.43416187798806904,357.52777540688015,0.3407788864426966,0.7508985549211502,0.03493577981651373,1.0,-0.03851561546325688,0.018315018315018316,0.5249997973442078,0.2,125,39,l2x,model_4l
0,1.0,1.0,1.0,0.3619951605796814,0.00011007072316715494,0.3535051643848419,0.8264492481946946,0.06979816513761464,0.6821791044776119,-0.08071277141571054,0.018315018315018316,0.45601748110000634,0.2,125,39,lime,model_4l
0,1.0,1.0,1.0,0.3619963228702545,2.9189372071414255e-05,0.3535052537918091,0.9766902713105082,0.4790091743119266,1.0,0.370539915561676,0.018315018315018316,0.3903467655181885,0.2,125,39,shap,model_4l
0,1.0,1.0,1.0,0.39740146890973493,261.2272075063429,0.389399055054735,0.7467468619346619,0.027522935779816488,1.0,0.0724430441856384,0.018315018315018316,0.5142859220504761,0.2,125,39,l2x,model_4l
